age,job,marital,education,contact,month,day_of_week,duration,y
36,admin.,single,high.school,telephone,jun,mon,32,no
27,blue-collar,married,basic.6y,telephone,jun,mon,235,no
53,services,divorced,basic.4y,telephone,jun,mon,91,no
38,admin.,single,university.degree,telephone,jun,mon,198,no
39,technician,married,professional.course,telephone,jun,mon,164,no
47,blue-collar,married,unknown,telephone,jun,mon,98,no
35,admin.,married,high.school,telephone,jun,mon,92,no
54,blue-collar,married,high.school,telephone,jun,mon,53,no
33,technician,single,professional.course,telephone,jun,mon,349,no
39,admin.,married,university.degree,telephone,jun,mon,178,no
41,blue-collar,single,basic.4y,telephone,jun,mon,532,no
29,technician,married,basic.9y,telephone,jun,mon,164,no
50,retired,married,basic.4y,telephone,jun,mon,35,no
32,entrepreneur,single,professional.course,telephone,jun,mon,20,no
31,blue-collar,married,basic.6y,telephone,jun,mon,154,no
29,entrepreneur,married,professional.course,telephone,jun,mon,930,no
44,unemployed,married,professional.course,telephone,jun,mon,392,no
41,blue-collar,married,basic.4y,telephone,jun,mon,213,no
30,housemaid,married,high.school,telephone,jun,mon,18,no
33,services,married,high.school,telephone,jun,mon,393,no
56,services,married,basic.4y,telephone,jun,mon,746,no
26,blue-collar,married,basic.6y,telephone,jun,mon,351,no
49,blue-collar,married,basic.4y,telephone,jun,mon,174,no
40,admin.,single,high.school,telephone,jun,mon,142,no
51,services,married,high.school,telephone,jun,mon,229,no
48,blue-collar,married,basic.6y,telephone,jun,mon,261,no
47,technician,divorced,high.school,telephone,jun,mon,289,no
34,blue-collar,married,basic.9y,telephone,jun,mon,227,no
36,admin.,married,university.degree,telephone,jun,mon,115,no
43,services,married,high.school,telephone,jun,mon,178,no
56,entrepreneur,married,unknown,telephone,jun,mon,41,no
39,housemaid,divorced,basic.9y,telephone,jun,mon,154,no
43,technician,single,university.degree,telephone,jun,mon,100,no
39,admin.,married,university.degree,telephone,jun,mon,61,no
59,management,married,basic.6y,telephone,jun,mon,181,no
50,admin.,married,high.school,telephone,jun,mon,205,no
24,services,single,high.school,telephone,jun,mon,468,no
38,blue-collar,married,high.school,telephone,jun,mon,358,no
41,technician,married,professional.course,telephone,jun,mon,442,no
34,blue-collar,married,basic.6y,telephone,jun,mon,1576,no
48,unemployed,single,basic.4y,telephone,jun,mon,83,no
35,admin.,married,university.degree,telephone,jun,mon,134,no
54,entrepreneur,divorced,university.degree,telephone,jun,mon,28,no
31,services,married,basic.6y,telephone,jun,mon,92,no
42,services,married,high.school,telephone,jun,mon,217,no
45,blue-collar,married,basic.6y,telephone,jun,mon,134,no
24,services,single,basic.9y,telephone,jun,mon,222,no
37,management,married,university.degree,telephone,jun,mon,179,no
57,housemaid,married,professional.course,telephone,jun,mon,110,no
35,student,single,university.degree,telephone,jun,mon,444,yes
41,admin.,married,high.school,telephone,jun,mon,548,no
33,unemployed,single,university.degree,telephone,jun,mon,16,no
42,blue-collar,married,basic.9y,telephone,jun,mon,213,no
35,technician,single,professional.course,telephone,jun,mon,402,no
44,technician,married,professional.course,telephone,jun,mon,312,no
36,blue-collar,married,basic.9y,telephone,jun,mon,280,no
28,services,single,high.school,telephone,jun,mon,689,no
57,blue-collar,divorced,basic.4y,telephone,jun,mon,716,no
41,management,divorced,university.degree,telephone,jun,mon,43,no
41,blue-collar,divorced,professional.course,telephone,jun,mon,39,no
36,technician,divorced,professional.course,telephone,jun,mon,90,no
38,student,single,university.degree,telephone,jun,mon,194,no
48,blue-collar,married,basic.4y,telephone,jun,mon,984,no
48,blue-collar,married,basic.4y,telephone,jun,mon,153,no
39,technician,married,professional.course,telephone,jun,mon,59,no
33,admin.,married,university.degree,telephone,jun,mon,20,no
52,services,married,high.school,telephone,jun,mon,359,no
59,retired,divorced,university.degree,telephone,jun,mon,605,yes
42,self-employed,married,university.degree,telephone,jun,mon,180,no
57,management,married,basic.9y,telephone,jun,mon,30,no
33,services,married,high.school,telephone,jun,mon,94,no
39,entrepreneur,married,high.school,telephone,jun,mon,232,no
39,technician,single,professional.course,telephone,jun,mon,432,yes
28,services,married,high.school,telephone,jun,tue,152,no
60,unknown,married,basic.6y,telephone,jun,tue,104,no
44,blue-collar,married,basic.9y,telephone,jun,tue,154,no
36,services,single,basic.9y,telephone,jun,tue,70,no
26,admin.,married,high.school,telephone,jun,tue,48,no
40,admin.,married,high.school,telephone,jun,tue,201,no
48,blue-collar,married,basic.4y,telephone,jun,tue,182,no
40,blue-collar,married,basic.9y,telephone,jun,tue,150,no
43,blue-collar,single,professional.course,telephone,jun,tue,209,no
49,services,married,high.school,telephone,jun,tue,86,no
32,technician,married,professional.course,telephone,jun,tue,67,no
56,management,married,basic.4y,telephone,jun,tue,197,no
48,housemaid,married,high.school,telephone,jun,tue,87,no
44,entrepreneur,married,basic.6y,telephone,jun,tue,75,no
57,blue-collar,married,basic.9y,telephone,jun,tue,450,no
30,technician,single,university.degree,telephone,jun,tue,174,no
34,blue-collar,married,basic.6y,telephone,jun,tue,180,no
34,technician,married,university.degree,telephone,jun,tue,20,no
46,unemployed,married,basic.6y,telephone,jun,tue,179,no
32,services,married,high.school,telephone,jun,tue,73,no
48,admin.,married,professional.course,telephone,jun,tue,55,no
46,blue-collar,married,basic.9y,telephone,jun,tue,222,no
38,technician,single,university.degree,telephone,jun,tue,267,no
43,entrepreneur,married,basic.4y,telephone,jun,tue,69,no
41,management,married,unknown,telephone,jun,tue,200,no
36,services,single,basic.6y,telephone,jun,tue,63,no
48,blue-collar,divorced,basic.4y,telephone,jun,tue,332,no
52,blue-collar,married,basic.9y,telephone,jun,tue,542,no
43,entrepreneur,married,basic.9y,telephone,jun,tue,301,no
46,blue-collar,married,basic.9y,telephone,jun,tue,207,no
55,blue-collar,divorced,basic.4y,telephone,jun,tue,115,no
44,blue-collar,single,basic.4y,telephone,jun,tue,159,no
24,services,single,high.school,telephone,jun,tue,117,no
58,retired,married,basic.4y,telephone,jun,tue,159,no
41,unemployed,married,university.degree,telephone,jun,tue,238,no
29,management,single,university.degree,telephone,jun,tue,161,no
26,technician,single,university.degree,telephone,jun,tue,1173,yes
32,management,married,high.school,telephone,jun,tue,206,no
35,blue-collar,married,basic.9y,telephone,jun,tue,438,no
45,blue-collar,divorced,basic.9y,telephone,jun,tue,250,no
33,technician,married,professional.course,telephone,jun,tue,46,no
38,admin.,married,high.school,telephone,jun,tue,147,no
36,blue-collar,single,high.school,telephone,jun,tue,275,no
35,blue-collar,married,unknown,telephone,jun,tue,26,no
34,blue-collar,married,basic.9y,telephone,jun,tue,963,yes
41,blue-collar,married,basic.6y,telephone,jun,tue,202,no
37,blue-collar,married,basic.6y,telephone,jun,tue,50,no
39,housemaid,married,basic.9y,telephone,jun,tue,236,no
33,technician,married,university.degree,telephone,jun,tue,272,no
43,technician,married,professional.course,telephone,jun,tue,112,no
47,blue-collar,married,basic.4y,telephone,jun,tue,384,no
33,admin.,married,high.school,telephone,jun,tue,361,no
40,blue-collar,married,basic.6y,telephone,jun,tue,49,no
31,services,single,high.school,telephone,jun,tue,953,no
34,admin.,married,university.degree,telephone,jun,tue,148,no
39,blue-collar,married,basic.6y,telephone,jun,tue,233,no
35,blue-collar,married,basic.4y,telephone,jun,tue,409,no
35,technician,married,university.degree,telephone,jun,tue,194,no
59,retired,single,high.school,telephone,jun,tue,103,no
42,admin.,single,high.school,telephone,jun,tue,579,no
32,blue-collar,single,high.school,telephone,jun,tue,956,yes
48,admin.,married,high.school,telephone,jun,tue,183,no
46,technician,married,professional.course,telephone,jun,tue,117,no
41,unemployed,divorced,high.school,telephone,jun,tue,175,no
29,admin.,married,high.school,telephone,jun,tue,186,no
38,student,single,university.degree,telephone,jun,tue,23,no
30,blue-collar,single,basic.4y,telephone,jun,tue,256,no
38,unemployed,married,professional.course,telephone,jun,tue,68,no
50,self-employed,married,university.degree,telephone,jun,tue,157,no
37,services,married,high.school,telephone,jun,tue,132,no
30,blue-collar,married,basic.6y,telephone,jun,tue,131,no
52,management,divorced,university.degree,telephone,jun,tue,43,no
40,blue-collar,divorced,basic.9y,telephone,jun,tue,479,no
50,unknown,single,unknown,telephone,jun,tue,363,no
36,entrepreneur,married,university.degree,telephone,jun,tue,56,no
41,blue-collar,married,basic.9y,telephone,jun,tue,201,no
50,housemaid,single,unknown,telephone,jun,tue,517,no
38,technician,married,basic.9y,telephone,jun,tue,447,no
51,retired,divorced,university.degree,telephone,jun,tue,342,no
38,services,married,high.school,telephone,jun,tue,135,no
38,blue-collar,married,basic.4y,telephone,jun,tue,119,no
55,management,married,university.degree,telephone,jun,tue,22,no
58,technician,married,professional.course,telephone,jun,tue,150,no
41,blue-collar,married,basic.4y,telephone,jun,tue,110,no
31,management,single,university.degree,telephone,jun,tue,166,no
36,management,married,university.degree,telephone,jun,tue,65,no
34,blue-collar,married,basic.4y,telephone,jun,tue,404,no
33,blue-collar,single,basic.9y,telephone,jun,tue,280,no
42,services,married,high.school,telephone,jun,tue,157,no
35,blue-collar,married,basic.9y,telephone,jun,tue,170,no
49,technician,married,high.school,telephone,jun,tue,80,no
58,retired,married,basic.4y,telephone,jun,tue,164,no
51,self-employed,married,university.degree,telephone,jun,tue,34,no
38,blue-collar,married,basic.6y,telephone,jun,tue,258,no
48,blue-collar,married,basic.4y,telephone,jun,tue,291,no
35,blue-collar,married,basic.9y,telephone,jun,tue,126,no
49,technician,married,basic.6y,telephone,jun,tue,88,no
56,management,married,basic.9y,telephone,jun,tue,941,yes
35,blue-collar,married,basic.9y,telephone,jun,tue,349,no
60,retired,divorced,basic.4y,telephone,jun,tue,131,no
37,admin.,single,high.school,telephone,jun,tue,384,no
31,blue-collar,single,high.school,telephone,jun,tue,440,no
44,admin.,single,university.degree,telephone,jun,tue,143,no
38,admin.,single,university.degree,telephone,jun,tue,284,no
40,blue-collar,married,basic.4y,telephone,jun,tue,161,no
30,self-employed,married,professional.course,telephone,jun,tue,123,no
36,student,single,basic.9y,telephone,jun,tue,771,no
50,blue-collar,married,basic.6y,telephone,jun,tue,103,no
28,admin.,single,high.school,telephone,jun,tue,132,no
50,services,married,high.school,telephone,jun,tue,235,no
48,management,married,university.degree,telephone,jun,tue,1025,yes
57,blue-collar,divorced,basic.9y,telephone,jun,tue,45,no
56,entrepreneur,married,university.degree,telephone,jun,tue,21,no
56,entrepreneur,married,unknown,telephone,jun,tue,536,no
27,admin.,married,basic.9y,telephone,jun,tue,243,no
49,blue-collar,married,basic.4y,telephone,jun,tue,131,no
52,blue-collar,married,basic.4y,telephone,jun,tue,316,no
35,blue-collar,married,basic.4y,telephone,jun,tue,192,no
34,technician,married,professional.course,telephone,jun,tue,145,no
50,blue-collar,divorced,basic.9y,telephone,jun,tue,288,no
29,admin.,single,basic.9y,telephone,jun,tue,569,no
31,blue-collar,married,basic.9y,telephone,jun,tue,23,no
40,admin.,married,high.school,telephone,jun,tue,406,no
37,self-employed,married,basic.9y,telephone,jun,tue,106,no
37,services,married,high.school,telephone,jun,tue,393,no
57,blue-collar,married,high.school,telephone,jun,tue,171,no
31,admin.,single,university.degree,telephone,jun,tue,116,no
40,admin.,single,high.school,telephone,jun,tue,25,no
30,blue-collar,married,unknown,telephone,jun,tue,118,no
43,blue-collar,married,basic.9y,telephone,jun,tue,75,no
35,blue-collar,married,high.school,telephone,jun,tue,54,no
29,services,single,university.degree,telephone,jun,tue,235,no
38,admin.,married,basic.9y,telephone,jun,tue,404,no
46,blue-collar,married,basic.6y,telephone,jun,tue,179,no
47,technician,single,professional.course,telephone,jun,tue,126,no
39,admin.,married,university.degree,telephone,jun,tue,102,no
42,blue-collar,married,basic.4y,telephone,jun,tue,110,no
35,self-employed,married,basic.9y,telephone,jun,tue,227,no
39,self-employed,married,university.degree,telephone,jun,tue,123,no
57,technician,married,professional.course,telephone,jun,tue,194,no
38,admin.,single,university.degree,telephone,jun,tue,992,yes
47,management,married,basic.4y,telephone,jun,tue,100,no
37,management,married,university.degree,telephone,jun,tue,303,no
41,blue-collar,married,basic.6y,telephone,jun,tue,732,yes
41,services,married,high.school,telephone,jun,tue,366,no
42,technician,married,university.degree,telephone,jun,tue,228,no
38,blue-collar,married,basic.6y,telephone,jun,tue,14,no
46,admin.,single,university.degree,telephone,jun,tue,193,no
31,blue-collar,single,basic.9y,telephone,jun,tue,409,no
32,technician,married,professional.course,telephone,jun,tue,220,no
46,unemployed,divorced,basic.9y,telephone,jun,tue,231,no
59,entrepreneur,married,unknown,telephone,jun,tue,242,no
55,unknown,married,basic.4y,telephone,jun,tue,216,no
53,self-employed,married,university.degree,telephone,jun,tue,119,no
43,unemployed,married,professional.course,telephone,jun,tue,41,no
49,blue-collar,married,basic.4y,telephone,jun,tue,495,no
50,blue-collar,married,basic.9y,telephone,jun,tue,128,no
26,blue-collar,single,high.school,telephone,jun,tue,185,no
30,technician,single,university.degree,telephone,jun,tue,722,no
40,blue-collar,married,basic.9y,telephone,jun,tue,240,no
43,retired,married,basic.9y,telephone,jun,tue,455,no
53,admin.,married,high.school,telephone,jun,tue,138,no
25,admin.,married,university.degree,telephone,jun,tue,361,no
48,admin.,divorced,university.degree,telephone,jun,tue,418,no
27,blue-collar,married,basic.9y,telephone,jun,tue,208,no
53,admin.,married,high.school,telephone,jun,tue,177,no
44,self-employed,married,basic.9y,telephone,jun,tue,249,no
54,management,married,university.degree,telephone,jun,tue,84,no
30,blue-collar,married,basic.6y,telephone,jun,tue,338,no
32,admin.,married,university.degree,telephone,jun,tue,299,no
29,entrepreneur,married,high.school,telephone,jun,tue,284,no
43,admin.,married,high.school,telephone,jun,tue,282,no
43,management,married,university.degree,telephone,jun,tue,435,no
36,services,married,high.school,telephone,jun,tue,120,no
45,blue-collar,married,basic.4y,telephone,jun,tue,825,no
34,services,married,high.school,telephone,jun,tue,51,no
38,services,married,high.school,telephone,jun,tue,253,no
53,housemaid,married,basic.4y,telephone,jun,tue,259,no
57,technician,divorced,unknown,telephone,jun,tue,237,no
38,blue-collar,married,basic.6y,telephone,jun,tue,1045,yes
41,blue-collar,married,basic.9y,telephone,jun,tue,110,no
49,blue-collar,married,basic.4y,telephone,jun,tue,188,no
35,technician,married,unknown,telephone,jun,tue,320,no
39,admin.,married,university.degree,telephone,jun,tue,231,no
31,services,married,high.school,telephone,jun,tue,170,no
50,admin.,married,high.school,telephone,jun,tue,58,no
30,admin.,married,high.school,telephone,jun,tue,615,no
50,blue-collar,married,basic.4y,telephone,jun,tue,676,no
49,management,divorced,university.degree,telephone,jun,tue,165,no
37,admin.,married,university.degree,telephone,jun,tue,192,no
47,blue-collar,divorced,basic.9y,telephone,jun,tue,258,no
43,admin.,divorced,high.school,telephone,jun,tue,319,no
29,admin.,divorced,professional.course,telephone,jun,tue,860,no
31,housemaid,married,high.school,telephone,jun,tue,680,no
38,entrepreneur,married,basic.6y,telephone,jun,tue,165,no
43,admin.,divorced,university.degree,telephone,jun,tue,356,no
29,admin.,single,high.school,telephone,jun,tue,235,no
35,admin.,married,high.school,telephone,jun,tue,173,no
54,technician,married,university.degree,telephone,jun,tue,294,no
27,management,single,university.degree,telephone,jun,tue,216,no
57,blue-collar,divorced,basic.9y,telephone,jun,tue,177,no
30,services,married,high.school,telephone,jun,tue,220,no
30,admin.,single,high.school,telephone,jun,tue,641,no
43,unemployed,married,basic.9y,telephone,jun,tue,633,no
32,admin.,single,university.degree,telephone,jun,tue,94,no
34,admin.,single,university.degree,telephone,jun,tue,35,no
44,blue-collar,single,unknown,telephone,jun,tue,828,no
31,unemployed,married,basic.6y,telephone,jun,tue,35,no
29,admin.,married,basic.9y,telephone,jun,tue,263,no
51,self-employed,married,university.degree,telephone,jun,tue,143,no
58,technician,married,university.degree,telephone,jun,tue,108,no
33,blue-collar,married,basic.9y,telephone,jun,tue,164,no
52,admin.,divorced,university.degree,telephone,jun,tue,245,no
57,blue-collar,married,basic.4y,telephone,jun,tue,43,no
24,admin.,single,high.school,telephone,jun,tue,768,yes
27,unemployed,married,high.school,telephone,jun,tue,327,no
42,admin.,married,university.degree,telephone,jun,tue,215,no
30,services,married,university.degree,telephone,jun,tue,200,no
28,blue-collar,single,basic.4y,telephone,jun,tue,320,no
31,unemployed,divorced,basic.4y,telephone,jun,tue,801,yes
32,blue-collar,married,basic.6y,telephone,jun,tue,31,no
33,blue-collar,single,basic.9y,telephone,jun,tue,114,no
42,management,married,university.degree,telephone,jun,tue,236,no
29,blue-collar,single,high.school,telephone,jun,tue,201,no
30,blue-collar,married,basic.6y,telephone,jun,tue,482,yes
34,admin.,married,university.degree,telephone,jun,tue,133,no
40,blue-collar,married,basic.9y,telephone,jun,tue,2456,yes
28,student,single,university.degree,telephone,jun,tue,171,no
45,services,single,high.school,telephone,jun,tue,443,no
35,blue-collar,married,basic.4y,telephone,jun,tue,263,no
35,blue-collar,married,basic.9y,telephone,jun,tue,94,no
26,self-employed,married,university.degree,telephone,jun,tue,59,no
60,admin.,married,university.degree,telephone,jun,tue,111,no
51,technician,married,professional.course,telephone,jun,tue,72,no
36,services,divorced,professional.course,telephone,jun,tue,199,no
35,technician,married,professional.course,telephone,jun,tue,589,no
39,self-employed,married,university.degree,telephone,jun,tue,199,no
31,blue-collar,single,high.school,telephone,jun,tue,113,no
40,blue-collar,married,basic.9y,telephone,jun,tue,179,no
30,unemployed,married,basic.6y,telephone,jun,tue,215,no
40,technician,married,professional.course,telephone,jun,tue,61,no
46,admin.,married,high.school,telephone,jun,tue,107,no
45,admin.,married,unknown,telephone,jun,tue,242,no
39,blue-collar,married,basic.6y,telephone,jun,tue,1340,no
41,blue-collar,married,basic.9y,telephone,jun,tue,13,no
36,admin.,married,professional.course,telephone,jun,tue,129,no
57,blue-collar,divorced,unknown,telephone,jun,tue,50,no
38,blue-collar,married,basic.9y,telephone,jun,tue,406,no
42,services,divorced,basic.6y,telephone,jun,tue,239,no
39,admin.,married,university.degree,telephone,jun,tue,178,no
51,blue-collar,married,basic.9y,telephone,jun,tue,81,no
32,blue-collar,married,basic.4y,telephone,jun,tue,327,no
57,admin.,divorced,unknown,telephone,jun,tue,604,no
50,blue-collar,divorced,basic.9y,telephone,jun,tue,137,no
27,blue-collar,married,basic.9y,telephone,jun,tue,72,no
38,technician,single,professional.course,telephone,jun,tue,246,no
50,admin.,married,university.degree,telephone,jun,tue,199,no
46,technician,married,high.school,telephone,jun,tue,372,no
26,blue-collar,single,high.school,telephone,jun,tue,167,no
29,admin.,married,high.school,telephone,jun,tue,30,no
32,blue-collar,divorced,basic.9y,telephone,jun,tue,189,no
33,admin.,married,high.school,telephone,jun,tue,277,no
59,admin.,married,university.degree,telephone,jun,tue,215,no
33,admin.,married,university.degree,telephone,jun,tue,133,no
58,blue-collar,married,high.school,telephone,jun,tue,183,no
42,blue-collar,divorced,basic.4y,telephone,jun,tue,134,no
32,admin.,single,university.degree,telephone,jun,tue,211,no
50,services,divorced,basic.4y,telephone,jun,tue,80,no
43,blue-collar,married,basic.4y,telephone,jun,tue,220,no
46,management,married,basic.9y,telephone,jun,tue,495,no
28,admin.,married,high.school,telephone,jun,tue,157,no
29,services,married,high.school,telephone,jun,tue,81,no
45,services,married,high.school,telephone,jun,tue,559,no
31,blue-collar,married,basic.9y,telephone,jun,tue,441,no
42,admin.,married,unknown,telephone,jun,tue,14,no
31,technician,single,professional.course,telephone,jun,tue,662,no
53,services,married,high.school,telephone,jun,tue,76,no
31,housemaid,married,university.degree,telephone,jun,tue,230,no
27,services,single,high.school,telephone,jun,tue,323,no
40,blue-collar,married,basic.9y,telephone,jun,tue,117,no
40,admin.,single,university.degree,telephone,jun,tue,176,no
40,blue-collar,divorced,basic.9y,telephone,jun,tue,1259,yes
58,self-employed,married,university.degree,telephone,jun,tue,380,no
31,management,single,university.degree,telephone,jun,tue,214,no
60,retired,single,high.school,telephone,jun,tue,136,no
38,blue-collar,married,basic.9y,telephone,jun,tue,350,no
27,blue-collar,single,high.school,telephone,jun,tue,56,no
59,technician,married,unknown,telephone,jun,tue,131,no
36,blue-collar,single,basic.9y,telephone,jun,tue,113,no
40,services,married,unknown,telephone,jun,tue,71,no
58,retired,married,basic.4y,telephone,jun,tue,137,no
35,blue-collar,married,basic.9y,telephone,jun,tue,497,no
54,services,married,high.school,telephone,jun,tue,184,no
34,blue-collar,married,basic.4y,telephone,jun,tue,276,no
42,services,married,high.school,telephone,jun,tue,68,no
36,blue-collar,married,basic.9y,telephone,jun,tue,11,no
45,blue-collar,married,basic.9y,telephone,jun,tue,313,no
31,blue-collar,married,basic.9y,telephone,jun,tue,397,no
33,blue-collar,married,basic.9y,telephone,jun,tue,164,no
37,admin.,divorced,basic.9y,telephone,jun,tue,1363,yes
29,admin.,single,university.degree,telephone,jun,tue,816,no
40,blue-collar,married,basic.4y,telephone,jun,tue,1030,no
30,admin.,married,high.school,telephone,jun,tue,266,no
32,admin.,single,university.degree,telephone,jun,tue,56,no
46,housemaid,divorced,basic.6y,telephone,jun,tue,143,no
30,admin.,single,high.school,telephone,jun,tue,229,no
29,management,single,university.degree,telephone,jun,tue,342,no
35,entrepreneur,married,high.school,telephone,jun,tue,340,no
37,housemaid,married,basic.4y,telephone,jun,tue,59,no
47,self-employed,married,basic.4y,telephone,jun,tue,72,no
42,blue-collar,married,basic.9y,telephone,jun,tue,599,no
59,retired,married,professional.course,telephone,jun,tue,77,no
45,technician,divorced,professional.course,telephone,jun,tue,157,no
29,self-employed,single,professional.course,telephone,jun,tue,199,no
31,blue-collar,single,high.school,telephone,jun,tue,187,no
34,blue-collar,married,basic.4y,telephone,jun,tue,239,no
48,services,single,high.school,telephone,jun,tue,246,no
40,self-employed,married,high.school,telephone,jun,tue,238,no
45,services,married,high.school,telephone,jun,tue,118,no
32,self-employed,divorced,university.degree,telephone,jun,tue,254,no
33,blue-collar,married,basic.9y,telephone,jun,tue,281,no
42,blue-collar,married,high.school,telephone,jun,tue,94,no
38,services,divorced,basic.6y,telephone,jun,tue,269,no
47,admin.,married,university.degree,telephone,jun,tue,203,no
41,management,married,university.degree,telephone,jun,tue,140,no
41,blue-collar,married,basic.4y,telephone,jun,tue,148,no
43,management,married,high.school,telephone,jun,tue,583,no
34,services,single,high.school,telephone,jun,tue,172,no
34,blue-collar,married,basic.4y,telephone,jun,tue,60,no
52,unemployed,married,high.school,telephone,jun,tue,70,no
48,blue-collar,married,professional.course,telephone,jun,tue,68,no
37,technician,married,high.school,telephone,jun,tue,267,no
41,blue-collar,married,basic.4y,telephone,jun,tue,88,no
47,technician,married,professional.course,telephone,jun,tue,19,no
46,admin.,married,high.school,telephone,jun,tue,490,no
42,admin.,married,university.degree,telephone,jun,tue,604,no
28,services,single,high.school,telephone,jun,tue,290,no
36,admin.,single,university.degree,telephone,jun,tue,78,no
49,admin.,married,university.degree,telephone,jun,tue,88,no
37,admin.,married,high.school,telephone,jun,tue,113,no
28,blue-collar,single,basic.9y,telephone,jun,tue,550,no
35,entrepreneur,married,university.degree,telephone,jun,tue,52,no
56,unemployed,married,high.school,telephone,jun,tue,197,no
42,blue-collar,married,basic.9y,telephone,jun,tue,235,no
36,blue-collar,married,basic.9y,telephone,jun,tue,159,no
36,admin.,married,university.degree,telephone,jun,tue,120,no
45,entrepreneur,married,high.school,telephone,jun,tue,1516,no
57,admin.,divorced,unknown,telephone,jun,tue,28,no
46,unemployed,married,basic.9y,telephone,jun,tue,87,no
28,blue-collar,married,basic.6y,telephone,jun,tue,151,no
36,blue-collar,married,basic.9y,telephone,jun,tue,226,no
38,services,married,high.school,telephone,jun,tue,113,no
36,admin.,single,high.school,telephone,jun,tue,281,no
45,technician,married,university.degree,telephone,jun,tue,1336,yes
35,services,married,high.school,telephone,jun,wed,173,no
30,blue-collar,single,basic.9y,telephone,jun,wed,83,no
35,blue-collar,married,basic.4y,telephone,jun,wed,180,no
42,technician,single,high.school,telephone,jun,wed,457,no
44,admin.,married,university.degree,telephone,jun,wed,25,no
48,retired,married,basic.4y,telephone,jun,wed,145,no
26,admin.,single,high.school,telephone,jun,wed,622,no
30,services,divorced,basic.9y,telephone,jun,wed,89,no
56,blue-collar,married,basic.9y,telephone,jun,wed,99,no
26,blue-collar,married,basic.9y,telephone,jun,wed,71,no
50,admin.,married,university.degree,telephone,jun,wed,407,no
34,entrepreneur,married,basic.4y,telephone,jun,wed,250,no
52,retired,married,basic.4y,telephone,jun,wed,633,yes
58,admin.,single,university.degree,telephone,jun,wed,111,no
50,technician,married,professional.course,telephone,jun,wed,462,no
43,blue-collar,married,basic.4y,telephone,jun,wed,28,no
46,blue-collar,married,professional.course,telephone,jun,wed,1138,no
45,blue-collar,married,basic.4y,telephone,jun,wed,107,no
31,admin.,married,high.school,telephone,jun,wed,135,no
39,services,married,high.school,telephone,jun,wed,96,no
31,technician,married,professional.course,telephone,jun,wed,131,no
34,management,married,university.degree,telephone,jun,wed,46,no
46,blue-collar,married,basic.6y,telephone,jun,wed,267,no
30,blue-collar,married,basic.4y,telephone,jun,wed,213,no
30,student,single,high.school,telephone,jun,wed,1242,yes
37,technician,single,high.school,telephone,jun,wed,109,no
38,unknown,married,basic.6y,telephone,jun,wed,75,no
41,admin.,married,university.degree,telephone,jun,wed,129,no
48,admin.,divorced,high.school,telephone,jun,wed,89,no
39,blue-collar,married,basic.9y,telephone,jun,wed,103,no
41,self-employed,married,basic.4y,telephone,jun,wed,105,no
57,blue-collar,married,basic.4y,telephone,jun,wed,71,no
31,blue-collar,married,basic.6y,telephone,jun,wed,406,no
41,unknown,single,unknown,telephone,jun,wed,66,no
54,admin.,divorced,unknown,telephone,jun,wed,38,no
42,blue-collar,single,basic.4y,telephone,jun,wed,166,no
32,blue-collar,married,professional.course,telephone,jun,wed,67,no
47,admin.,divorced,university.degree,telephone,jun,wed,121,no
26,unknown,single,high.school,telephone,jun,wed,524,yes
39,admin.,married,high.school,telephone,jun,wed,1141,yes
36,entrepreneur,married,basic.6y,telephone,jun,wed,125,no
26,blue-collar,single,basic.6y,telephone,jun,wed,18,no
32,blue-collar,single,university.degree,telephone,jun,wed,355,no
29,unemployed,married,high.school,telephone,jun,wed,237,no
30,admin.,married,university.degree,telephone,jun,wed,299,no
38,admin.,single,university.degree,telephone,jun,wed,578,yes
25,admin.,single,high.school,telephone,jun,wed,109,no
33,admin.,married,university.degree,telephone,jun,wed,142,no
41,technician,married,basic.9y,telephone,jun,wed,102,no
31,blue-collar,married,basic.4y,telephone,jun,wed,233,no
29,admin.,married,high.school,telephone,jun,wed,194,no
42,admin.,married,basic.6y,telephone,jun,wed,365,no
35,admin.,single,high.school,telephone,jun,wed,984,yes
60,admin.,married,high.school,telephone,jun,wed,16,no
48,admin.,married,high.school,telephone,jun,wed,105,no
58,blue-collar,divorced,unknown,telephone,jun,wed,215,no
46,admin.,married,high.school,telephone,jun,wed,148,no
30,services,single,professional.course,telephone,jun,wed,386,no
31,blue-collar,married,basic.6y,telephone,jun,wed,91,no
34,admin.,single,university.degree,telephone,jun,wed,98,no
37,admin.,divorced,university.degree,telephone,jun,wed,193,no
24,student,single,high.school,telephone,jun,wed,132,no
58,services,married,basic.4y,telephone,jun,wed,279,no
59,retired,married,professional.course,telephone,jun,wed,109,no
36,entrepreneur,married,university.degree,telephone,jun,wed,1045,no
28,management,single,university.degree,telephone,jun,wed,361,no
31,blue-collar,married,basic.9y,telephone,jun,wed,204,no
23,blue-collar,single,basic.9y,telephone,jun,wed,83,no
34,technician,divorced,basic.9y,telephone,jun,wed,105,no
40,admin.,married,high.school,telephone,jun,wed,73,no
46,technician,married,professional.course,telephone,jun,wed,77,no
25,blue-collar,married,high.school,telephone,jun,wed,29,no
33,admin.,married,university.degree,telephone,jun,wed,355,no
26,technician,single,professional.course,telephone,jun,wed,153,no
32,admin.,single,university.degree,telephone,jun,wed,87,no
50,admin.,single,university.degree,telephone,jun,wed,178,no
